"first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","...17","...18","...19","...20","...21","Rank","Value","Age"
"Augusta","Munns","Female",5,"1951-09-17","Quality Control Specialist","n/a","Mass Customer","N","No",21,"607 Memorial Avenue",2074,"NSW","Australia",11,0.48,0.48,0.6,0.51,983,983,0.41,69
"Lauralee","Fudge","Female",83,"1987-09-21","Research Nurse","Health","Mass Customer","N","No",15,"9460 Monument Park",3277,"VIC","Australia",4,0.91,0.91,1.1375,0.966875,985,985,0.408,33
"Consalve","Ballay","Male",41,"1959-09-18","Web Developer I","IT","Mass Customer","N","Yes",7,"72 Village Terrace",2250,"NSW","Australia",8,1.05,1.3125,1.3125,1.115625,987,987,0.4,61
"Lolly","Prewer","Female",44,"1997-10-23","Geologist I","Health","Mass Customer","N","No",15,"694 Coolidge Center",2620,"NSW","Australia",7,0.91,0.91,0.91,0.7735,988,988,0.3995,23
"Vyky","Pegg","Female",64,"1943-03-15","Quality Control Specialist","Manufacturing","Mass Customer","N","Yes",11,"31854 Anniversary Terrace",2322,"NSW","Australia",7,0.84,1.05,1.05,0.8925,988,988,0.3995,77
"Jermaine","Bagshawe","Female",60,"1954-05-14","Help Desk Operator","Property","Mass Customer","N","Yes",9,"260 Briar Crest Drive",4209,"QLD","Australia",6,0.63,0.7875,0.7875,0.669375,988,988,0.3995,66
"Bryan","Jachtym","Male",59,"1974-05-15","Automation Specialist I","Manufacturing","Mass Customer","N","Yes",15,"56 Moland Crossing",3356,"VIC","Australia",3,0.49,0.6125,0.6125,0.520625,988,988,0.3995,46
"Renie","Laundon","Female",32,"1973-12-18","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",8,"1 Shelley Pass",4118,"QLD","Australia",3,0.44,0.55,0.55,0.4675,993,993,0.391,47
"Weidar","Etheridge","Male",38,"1959-07-13","Compensation Analyst","Financial Services","Mass Customer","N","Yes",6,"0535 Jay Point",2422,"NSW","Australia",4,0.89,1.1125,1.1125,0.945625,994,994,0.3825,61
"Datha","Fishburn","Female",15,"1990-07-02","Office Assistant IV","Retail","Mass Customer","N","No",3,"6 Caliangt Way",3079,"VIC","Australia",12,0.73,0.73,0.9125,0.775625,994,994,0.3825,30
"Ferdinand","Romanetti","Male",60,"1959-10-07","Paralegal","Financial Services","Affluent Customer","N","No",9,"2 Sloan Way",2200,"NSW","Australia",7,0.97,0.97,0.97,0.97,996,996,0.374,61
"Burk","Wortley","Male",22,"2001-10-17","Senior Sales Associate","Health","Mass Customer","N","No",6,"04 Union Crossing",2196,"NSW","Australia",10,1.05,1.05,1.3125,1.115625,997,997,0.357,19
"Melloney","Temby","Female",17,"1954-10-05","Budget/Accounting Analyst IV","Financial Services","Affluent Customer","N","Yes",15,"33475 Fair Oaks Junction",4702,"QLD","Australia",2,0.47,0.5875,0.5875,0.5875,997,997,0.357,66
"Dickie","Cubbini","Male",30,"1952-12-17","Financial Advisor","Financial Services","Mass Customer","N","Yes",19,"57666 Victoria Way",4215,"QLD","Australia",2,1.06,1.325,1.325,1.12625,997,997,0.357,68
"Sylas","Duffill","Male",56,"1955-10-02","Staff Accountant IV","Property","Mass Customer","N","Yes",14,"21875 Grover Drive",2010,"NSW","Australia",9,0.44,0.55,0.6875,0.584375,1000,1000,0.34,65
